topic,year,count
Learning,1993,1
Market,1993,1
Middle East,1993,1
Part,1993,1
Tourism In,1993,1
Tourism Market,1993,1
And Tourism In,1994,1
Arab Women,1994,1
Architectural Heritage,1994,1
China,1994,1
Community Participation,1994,1
Community Participation In,1994,1
Conservation,1994,1
Culture,1994,1
Domestic Tourism,1994,1
Education,1994,1
Global Tourism,1994,1
Heritage Conservation,1994,1
Hospitality,1994,1
In Tourism,1994,1
Market,1994,1
Mecca,1994,1
Of Culture,1994,1
Participation,1994,1
Participation In,1994,1
Tourism Market,1994,1
Tourism Planning,1994,1
Training,1994,1
And Interfaith Dialogue,1995,1
Authenticity In Tourism,1995,1
Cairo,1995,1
Chain,1995,1
Cultural Tourism,1995,1
Environmental,1995,1
In Tourism,1995,1
Interfaith Dialogue,1995,1
International Tourism,1995,1
Marketing,1995,1
Middle East,1995,1
On Tourism,1995,1
Tourism In,1995,1
Tourism Industry,1995,1
Tourism Marketing,1995,1
Tourism/Cultural Exchange (宽泛匹配),1995,1
Trade,1995,1
Interfaith,1996,1
Interfaith Dialogue,1996,1
Learning,1996,1
Tourism In,1996,1
Tourism In The,1996,1
Tourist,1996,1
Tourist Behavior,1996,1
And The Arab,1997,1
Arab,1997,1
Arab World,1997,1
Authenticity In Tourism,1997,1
Bahrain,1997,1
Carrying Capacity,1997,1
Cultural Policy,1997,1
Cultural Tourism,1997,1
Culture,1997,1
Governance,1997,1
Heritage,1997,1
Local Heritage,1997,1
Middle East,1997,1
Of Culture,1997,1
Policy,1997,1
Road,1997,1
Silk,1997,1
Silk Road,1997,1
The Arab World,1997,1
Tourism An,1997,1
Tourism And Cultural,1997,1
Tourism Market,1997,1
Arab,1998,1
Brain,1998,1
Conservation,1998,1
Conservation In,1998,1
Destination,1998,1
Heritage Tourism,1998,1
Heritage Tourism In,1998,1
Language Learning,1998,1
Law,1998,1
Learning,1998,1
Of The Arab,1998,1
Road,1998,1
Silk,1998,1
Silk Road,1998,1
Text Mining,1998,1
The Silk Road,1998,1
To Destination,1998,1
Tour,1998,1
Tourism In,1998,1
Tourism Market,1998,1
Tourist,1998,1
Travel,1998,1
Travel Behavior,1998,1
Urban Tourism,1998,1
Arab,1999,1
Authenticity In Tourism,1999,1
Cultural Tourism,1999,1
Cultural Tourism In,1999,1
Culture,1999,1
Data Clustering,1999,1
Governance,1999,1
Heritage,1999,1
In Tourism,1999,1
Museum,1999,1
Museums,1999,1
Of Tourism,1999,1
Sport Tourism,1999,1
Strategy,1999,1
Study Of Tourism,1999,1
Sustainable,1999,1
Temple,1999,1
Tourism In,1999,1
Tourism Industry,1999,1
Tourism Industry In,1999,1
Tourism To,1999,1
Tourism/Cultural Exchange (宽泛匹配),1999,1
And Cultural Heritage,2000,1
And The Environment,2000,1
And Tourism In,2000,1
Arab,2000,1
Arab World,2000,1
Archaeology,2000,1
Carrying Capacity,2000,1
Culture,2000,1
Economy,2000,1
Environment,2000,1
Heritage Site,2000,1
Heritage Sites,2000,1
Hotels,2000,1
Law,2000,1
Learning,2000,1
New Economy,2000,1
Road,2000,1
Road Tourism,2000,1
Silk,2000,1
Silk Road,2000,1
Silk Road Tourism,2000,1
Small Heritage,2000,1
Text Classification,2000,1
The Arab World,2000,1
To Cultural Heritage,2000,1
Tourism And The,2000,1
Tourism In,2000,1
Tourism Industry,2000,1
World Heritage,2000,1
World Heritage Site,2000,1
Arabia,2001,1
Brain,2001,1
Culture,2001,1
Cultures,2001,1
Economy,2001,1
Economy Of,2001,1
Governance,2001,1
Heritage Authenticity,2001,1
Heritage Authenticity And,2001,1
Heritage In,2001,1
Heritage Sites,2001,1
Heritage Tourism,2001,1
In Saudi Arabia,2001,1
In The Arab,2001,1
In Unesco,2001,1
Islam,2001,1
Islamic,2001,1
Journey,2001,1
Learning,2001,1
Market,2001,1
Museum,2001,1
Of Cultural Heritage,2001,1
Of Tourism And,2001,1
Of Tourism In,2001,1
On Cultural Heritage,2001,1
Policy,2001,1
Political Economy,2001,1
Road,2001,1
Saudi Arabia,2001,1
Silk,2001,1
Silk Road,2001,1
Taiwan,2001,1
The Political Economy,2001,1
The Silk Road,2001,1
Tourism In,2001,1
Tourism In Saudi,2001,1
Tourism Market,2001,1
Tourism To,2001,1
Tourism/Cultural Exchange (宽泛匹配),2001,1
Tourist,2001,1
Tourist Behavior,2001,1
Travel Planning,2001,1
Unesco,2001,1
Unesco World,2001,1
Unesco World Heritage,2001,1
World Heritage,2001,1
World Heritage Sites,2001,1
And Community Participation,2002,1
And Heritage Tourism,2002,1
And Tourism In,2002,1
Arab Media,2002,1
Carrying Capacity,2002,1
China,2002,1
Community Participation,2002,1
Conservation,2002,1
Cultural Heritage,2002,1
Cultural Tourism In,2002,1
Destination Brand Equity,2002,1
Digital,2002,1
Digital Heritage,2002,1
Governance,2002,1
Heritage In,2002,1
Heritage Tourism,2002,1
Heritage Tourism In,2002,1
In China,2002,1
Islam,2002,1
Islamic,2002,1
Journey,2002,1
Middle East,2002,1
Museum,2002,1
Participation,2002,1
Pilgrimage And Tourism,2002,1
Pilgrimage To,2002,1
Religious Tourism,2002,1
Road Tourism,2002,1
Rural Tourism,2002,1
Silk Road Tourism,2002,1
Sustainable Tourism Planning,2002,1
The Silk Road,2002,1
To Destination,2002,1
To Sustainable,2002,1
Tourism And The,2002,1
Tourism Conservation,2002,1
Tourism Destination,2002,1
Tourism Destination Brand,2002,1
Tourism Diversification,2002,1
Tourism Market,2002,1
Tourism Planning,2002,1
Tourist Perception,2002,1
Trails,2002,1
University,2002,1
And Cultural Tourism,2003,1
And Heritage Tourism,2003,1
Arabia,2003,1
Arabic,2003,1
Arabic Calligraphy,2003,1
Arts,2003,1
Calligraphy,2003,1
China,2003,1
Chinese Outbound Tourism,2003,1
Cultural Heritage And,2003,1
Cultural Heritage In,2003,1
Cultures,2003,1
Database,2003,1
Digital,2003,1
Digital Technologies,2003,1
Economy,2003,1
Economy Of,2003,1
Education,2003,1
Environmental,2003,1
Heritage And Cultural,2003,1
Heritage And Sustainable,2003,1
Heritage In,2003,1
Heritage Tourism And,2003,1
In China,2003,1
In Cultural Tourism,2003,1
Journey,2003,1
Learning,2003,1
Machine Learning,2003,1
Market,2003,1
Marketing,2003,1
Markets,2003,1
Museum,2003,1
Muslim,2003,1
New Tourism,2003,1
Of Cultural Tourism,2003,1
Of Heritage Tourism,2003,1
Of Tourism In,2003,1
Of Tourist,2003,1
Political Economy,2003,1
Saudi Arabia,2003,1
Sport Tourism,2003,1
Study Of Tourism,2003,1
Sustainability In,2003,1
Sustainable Tourism,2003,1
The Political Economy,2003,1
To Cultural Heritage,2003,1
To Tourism,2003,1
Tourism And Cultural,2003,1
Tourism And Heritage,2003,1
Tourism In,2003,1
Tourism Integration,2003,1
Tourism Interpretation,2003,1
Tourism Market,2003,1
Tourism To,2003,1
Tourism/Cultural Exchange (宽泛匹配),2003,1
Tourist,2003,1
United Arab,2003,1
Agreement,2004,1
And Cultural Heritage,2004,1
And The Environment,2004,1
Arabic-English,2004,1
Archaeology,2004,1
Carrying Capacity,2004,1
Chain,2004,1
China,2004,1
Community Participation,2004,1
Community Participation In,2004,1
Destination Brand,2004,1
Digital Heritage,2004,1
Economy,2004,1
English-Arabic,2004,1
Environment,2004,1
Exhibitions,2004,1
Guideline,2004,1
Heritage In,2004,1
Heritage Site,2004,1
Heritage Sites,2004,1
In Digital,2004,1
In The Tourism,2004,1
Interfaith,2004,1
Interfaith Dialogue,2004,1
International Tourism,2004,1
Machine Translation,2004,1
Museums,2004,1
Participation,2004,1
Participation In,2004,1
Partnership,2004,1
Policy Diffusion,2004,1
Policy In,2004,1
Policy In The,2004,1
Political Economy,2004,1
Sustainability In,2004,1
The Tourism Industry,2004,1
To Cultural Heritage,2004,1
Tourism And Cultural,2004,1
Tourism And The,2004,1
Tourism Destination,2004,1
Tourism Diversification,2004,1
Tourism In The,2004,1
Tourism Industry,2004,1
Tourism Market,2004,1
Tourism Policy,2004,1
World Heritage Site,2004,1
World Heritage Sites,2004,1
And Destination Image,2005,1
Arabic Version,2005,1
Carrying Capacity,2005,1
Climate,2005,1
Climate Change,2005,1
Community Heritage,2005,1
Cultural Heritage,2005,1
Cultural Tourism,2005,1
Destination Image,2005,1
Education,2005,1
Heritage Interpretation,2005,1
Higher Education,2005,1
Hotel,2005,1
In The Arab,2005,1
In Tourism,2005,1
Interfaith,2005,1
Interfaith Dialogue,2005,1
Language Learning,2005,1
Law,2005,1
Market,2005,1
Mass Tourism,2005,1
Middle East,2005,1
Museum,2005,1
Music,2005,1
Muslim,2005,1
Of Smart,2005,1
Of Tourism And,2005,1
Of Travel,2005,1
On Tourism,2005,1
Online Service,2005,1
Policy,2005,1
Road,2005,1
Silk,2005,1
Silk Road,2005,1
Smart,2005,1
Sport Tourism,2005,1
Strategy,2005,1
Sustainable,2005,1
The Silk Road,2005,1
Tourism Destination,2005,1
Tourism Diversification,2005,1
Tourism Market,2005,1
Tourism Policy,2005,1
Tourist,2005,1
Travel,2005,1
And Cultural Heritage,2006,1
And Tourism In,2006,1
And Tourism Industry,2006,1
Arab Media,2006,1
Arts,2006,1
Brain,2006,1
Calligraphy,2006,1
Community Participation In,2006,1
Cultural Heritage,2006,1
Cultural Policy,2006,1
Cultural Tourism In,2006,1
Destinations,2006,1
Digital,2006,1
Digital Cultural,2006,1
Digital Heritage,2006,1
Dubai,2006,1
Education,2006,1
Environmental,2006,1
Festival Tourism,2006,1
Governance,2006,1
Heritage And Cultural,2006,1
Higher Education,2006,1
In Dubai,2006,1
In Saudi Arabia,2006,1
Indigenous Tourism,2006,1
Industrial Heritage,2006,1
Information Extraction,2006,1
Market,2006,1
Marketing,2006,1
Marketing In,2006,1
Markets,2006,1
Museum Policy,2006,1
Muslim,2006,1
Of Arabic,2006,1
Of Cultural Tourism,2006,1
Of Culture,2006,1
Of Smart,2006,1
Of The Arab,2006,1
Of Tourism,2006,1
Of Tourism In,2006,1
Of Travel,2006,1
Participation In,2006,1
Participatory,2006,1
Partnership,2006,1
Photo Tourism,2006,1
Pilgrimage And Tourism,2006,1
Regulation,2006,1
Smart,2006,1
Taiwan,2006,1
To Destination,2006,1
Tourism And Cultural,2006,1
Tourism And The,2006,1
Tourism Destinations,2006,1
Tourism In Saudi,2006,1
Tourism Market,2006,1
Tourist Destination,2006,1
Trade,2006,1
Visitors,2006,1
中国,2006,1
文化,2006,1
文化旅游,2006,1
旅游合作,2006,1
And Cultural Heritage,2007,1
And Cultural Tourism,2007,1
And The Arab,2007,1
And The Environment,2007,1
Arab World,2007,1
China,2007,1
Cultural Diversity,2007,1
Cultural Heritage Sites,2007,1
Culture,2007,1
Culture Of,2007,1
Destination Brand,2007,1
Destination Image,2007,1
Digital Museum,2007,1
Digital Photogrammetry,2007,1
Education,2007,1
Environment,2007,1
Global Market,2007,1
Heritage And Cultural,2007,1
Heritage As,2007,1
Heritage Authenticity,2007,1
Heritage Authenticity And,2007,1
Heritage Preservation,2007,1
Heritage Protection,2007,1
Heritage Research,2007,1
Heritage Site,2007,1
Heritage Tourism And,2007,1
Heritage Tourism In,2007,1
In Digital,2007,1
In Heritage,2007,1
In The Arab,2007,1
Law,2007,1
Learning,2007,1
Muslim,2007,1
Of Cultural Tourism,2007,1
Of Digital,2007,1
Of Heritage,2007,1
Of Heritage Tourism,2007,1
Of Pilgrimage,2007,1
Of The Arab,2007,1
Of Tourism In,2007,1
Outbound Tourism,2007,1
Pilgrimage And Tourism,2007,1
Pilgrimage Tourism,2007,1
Policy,2007,1
Post Tourism,2007,1
Preservation,2007,1
Public Policy,2007,1
Research Collaboration,2007,1
Research Interpretation,2007,1
Strategy,2007,1
Sustainable,2007,1
The Arab World,2007,1
To Tourism,2007,1
Tourism As,2007,1
Tourism Branding,2007,1
Tourism Demand,2007,1
Tourism Destination,2007,1
Tourism Industry,2007,1
Tourism Market,2007,1
Tourism Recovery,2007,1
Trade,2007,1
Travel,2007,1
Virtual,2007,1
World Heritage Site,2007,1
Agreement,2008,1
Arab,2008,1
Arabia,2008,1
Arabic,2008,1
Arabic Calligraphy,2008,1
Arts,2008,1
Calligraphy,2008,1
Carrying Capacity,2008,1
Chains,2008,1
Chinese Outbound Tourism,2008,1
Country Of Destination,2008,1
Cultural Heritage And,2008,1
Cultural Heritage Of,2008,1
Cultural Tourism,2008,1
Cultures,2008,1
Database,2008,1
Destination In,2008,1
Digital,2008,1
Digital Museum,2008,1
Dubai,2008,1
Education,2008,1
Foreign Policy,2008,1
Governance,2008,1
Heritage And The,2008,1
Heritage Attraction,2008,1
Heritage Documentation,2008,1
Heritage Engagement,2008,1
Heritage Of,2008,1
Heritage Site,2008,1
Heritage Sites,2008,1
Heritage Tourism In,2008,1
In The Tourism,2008,1
In Tourist,2008,1
Indigenous Tourism,2008,1
Learning,2008,1
Market,2008,1
Marketing,2008,1
Muslim,2008,1
Muslim Religious,2008,1
Of Culture,2008,1
Of Destination Brand,2008,1
Of Tourism In,2008,1
On Tourist,2008,1
Outbound Tourism,2008,1
Pilgrimage,2008,1
Preservation,2008,1
Qualitative Research,2008,1
Quantitative Research,2008,1
Saudi Arabia,2008,1
Thailand,2008,1
The Cultural Heritage,2008,1
The Silk Road,2008,1
Tourism And The,2008,1
Tourism Destination,2008,1
Tourism Destination Brand,2008,1
Tourism In The,2008,1
Tourism Market,2008,1
Tourists,2008,1
Tripadvisor,2008,1
Visitor,2008,1
Visitors,2008,1
World Heritage Sites,2008,1
中国,2008,1
旅游,2008,1
游客,2008,1
Agreement,2009,1
Alexandria University,2009,1
And Cultural Heritage,2009,1
And Cultural Tourism,2009,1
Arab Countries,2009,1
Archaeological,2009,1
Arts,2009,1
As Tourist,2009,1
Augmented Reality,2009,1
Calligraphy,2009,1
Climate,2009,1
Climate Change,2009,1
Community Participation,2009,1
Cultural Heritage In,2009,1
Cultural Policy,2009,1
Cultures,2009,1
Data Mining,2009,1
Destination Brand,2009,1
Destination Planning,2009,1
Destinations,2009,1
Detailed,2009,1
Digital,2009,1
Ecotourism,2009,1
Educational,2009,1
Heritage And Tourism,2009,1
Heritage In,2009,1
Heritage-Scape,2009,1
Hospitality,2009,1
Hospitality And Tourism,2009,1
Hotels,2009,1
In Hospitality,2009,1
In Hospitality And,2009,1
In The Arab,2009,1
In Tourist,2009,1
Intercultural Dialogue,2009,1
Islamic,2009,1
Local Destination,2009,1
Market,2009,1
Marketing,2009,1
Markets,2009,1
Named Entity Recognition,2009,1
New Silk Road,2009,1
Of Cultural Heritage,2009,1
Of The Arab,2009,1
Online Travel,2009,1
Part,2009,1
Participation,2009,1
Public Policy,2009,1
Regulation,2009,1
Road,2009,1
Silk,2009,1
Silk Road,2009,1
Sports Tourism,2009,1
Strategy,2009,1
The New Silk,2009,1
The United Arab,2009,1
Tour,2009,1
Tourism And Cultural,2009,1
Tourism At,2009,1
Tourism In,2009,1
Tourism In The,2009,1
Tourism Innovation,2009,1
Tourism Policy,2009,1
Tourist Attractions,2009,1
Tourist Behavior,2009,1
Tourists In,2009,1
Travel,2009,1
Travel Planning,2009,1
Unesco World,2009,1
Unesco World Heritage,2009,1
University,2009,1
User Generated Content,2009,1
Weaving,2009,1
Wine Tourism,2009,1
World Bank,2009,1
World Heritage,2009,1
World Heritage And,2009,1
World Tourism,2009,1
保护,2009,1
文化,2009,1
文化旅游,2009,1
旅游,2009,1
环境,2009,1
And Destination Loyalty,2010,1
And Interfaith Dialogue,2010,1
And Tourism In,2010,1
Arab World,2010,1
Arabia,2010,1
Arabic Calligraphy,2010,1
Arabic Version,2010,1
Arabic-English,2010,1
Archaeology,2010,1
Arts,2010,1
Authenticity In Tourism,2010,1
By Destination,2010,1
Cairo,2010,1
Calligraphy,2010,1
Calligraphy In,2010,1
Conservation In,2010,1
Country Of Destination,2010,1
Cultural Destination,2010,1
Cultural Heritage And,2010,1
Cultural Heritage Conservation,2010,1
Cultural Tourism In,2010,1
Culture,2010,1
Cultures,2010,1
Dataset,2010,1
Destination Brand Equity,2010,1
Destination Branding,2010,1
Destination Image In,2010,1
Destination Loyalty,2010,1
Digital Model,2010,1
Economy,2010,1
Economy Of,2010,1
Education,2010,1
Emerging Destination,2010,1
English-Arabic,2010,1
Environmental,2010,1
Exports By Destination,2010,1
For Cultural Heritage,2010,1
Global City,2010,1
Heritage And The,2010,1
Heritage Conservation,2010,1
Heritage Conservation In,2010,1
Heritage In,2010,1
Heritage In The,2010,1
Heritage Marketing,2010,1
Heritage Site,2010,1
Heritage Sites,2010,1
Heritage-Scape,2010,1
Hospitality,2010,1
In Cultural Tourism,2010,1
In Saudi Arabia,2010,1
In Sustainable,2010,1
In Sustainable Tourism,2010,1
In The Arab,2010,1
In Tourism,2010,1
In Tourism And,2010,1
Interfaith,2010,1
Interfaith Dialogue,2010,1
Mecca,2010,1
Medical Tourism,2010,1
Middle East,2010,1
Muslim,2010,1
Of Arabic,2010,1
Of Arabic Calligraphy,2010,1
Of Cultural Tourism,2010,1
Of Culture,2010,1
Of Destination,2010,1
Of Heritage,2010,1
Of Heritage Tourism,2010,1
Of Tourism And,2010,1
Of Tourism In,2010,1
On Tourism,2010,1
Outbound Travel,2010,1
Part,2010,1
Pilgrimage,2010,1
Policy In,2010,1
Political Economy,2010,1
Preservation Of,2010,1
Preservation Of Cultural,2010,1
Qualitative Research,2010,1
Red Tourism,2010,1
Saudi Arabia,2010,1
Silk Road And,2010,1
Sustainability,2010,1
Sustainable Tourism Policy,2010,1
Text Mining,2010,1
The Arab World,2010,1
The Political Economy,2010,1
To Cultural Heritage,2010,1
Tourism And The,2010,1
Tourism As,2010,1
Tourism Destination Image,2010,1
Tourism In China,2010,1
Tourism In Saudi,2010,1
Tourism Planning,2010,1
Tourism Policy,2010,1
Tourism Supply,2010,1
Tourist Attractions,2010,1
Tourists,2010,1
Tourists In,2010,1
Trade,2010,1
Travel To,2010,1
Travelers,2010,1
Urban Tourism,2010,1
User Generated Content,2010,1
Virtual,2010,1
Virtual Reality,2010,1
Visitors,2010,1
World Heritage Site,2010,1
World Heritage Sites,2010,1
文化,2010,1
 ,2011,1
"""",2011,1
",",2011,1
3D Digital,2011,1
Against,2011,1
And The Arab,2011,1
Arabia,2011,1
Arabic,2011,1
Art,2011,1
Augmented Reality,2011,1
Authenticity In Tourism,2011,1
Bedouin,2011,1
Booking,2011,1
Carrying Capacity,2011,1
Chain,2011,1
Chinese Outbound Tourists,2011,1
Community-Based Tourism,2011,1
Contemporary Research,2011,1
Culture,2011,1
Dark Tourism,2011,1
Database,2011,1
Destination Brand,2011,1
Destination Image And,2011,1
Digital Age,2011,1
Digital Preservation,2011,1
Digital Preservation Of,2011,1
Dubai,2011,1
Economy,2011,1
English And Arabic,2011,1
Guides,2011,1
Hajj,2011,1
Heritage And Cultural,2011,1
Heritage Authenticity,2011,1
Heritage Law,2011,1
Heritage Preservation,2011,1
Heritage Research,2011,1
Heritage Site,2011,1
Heritage Sites,2011,1
Heritage Tourism And,2011,1
Hotel,2011,1
In Arab,2011,1
In Education,2011,1
In Heritage,2011,1
In Heritage Tourism,2011,1
In Museum,2011,1
In Saudi Arabia,2011,1
In The Digital,2011,1
In Tourist,2011,1
Law,2011,1
Learning,2011,1
Mainland,2011,1
Mainland Chinese,2011,1
Market,2011,1
Markets,2011,1
New Method,2011,1
New Silk Road,2011,1
North Africa,2011,1
Of Arab,2011,1
Of Cultural Heritage,2011,1
Of The Arab,2011,1
Of Tourism,2011,1
Of World Heritage,2011,1
Oil Economy,2011,1
Outbound Travel,2011,1
Policy In,2011,1
Post Oil,2011,1
Post Tourism,2011,1
Preservation Of,2011,1
Preservation Of Cultural,2011,1
Recommender,2011,1
Recommender Systems,2011,1
Religious Tourism,2011,1
Road,2011,1
Saudi Arabia,2011,1
School,2011,1
Silk,2011,1
Silk Road,2011,1
Strategy,2011,1
Supply Chain,2011,1
The Digital Age,2011,1
The New Silk,2011,1
Tourism An,2011,1
Tourism As,2011,1
Tourism At,2011,1
Tourism Branding,2011,1
Tourism Carrying,2011,1
Tourism Carrying Capacity,2011,1
Tourism Destination Brand,2011,1
Tourism Policy,2011,1
Tourism To,2011,1
Tourist Perception,2011,1
Trade,2011,1
Training,2011,1
Travel Motivation,2011,1
Travelers,2011,1
Tripadvisor,2011,1
Virtual,2011,1
Virtual Tourism,2011,1
Visitor,2011,1
Visitors,2011,1
World Heritage Site,2011,1
World Heritage Sites,2011,1
[,2011,1
],2011,1
a,2011,1
b,2011,1
c,2011,1
d,2011,1
e,2011,1
i,2011,1
l,2011,1
m,2011,1
n,2011,1
o,2011,1
p,2011,1
r,2011,1
s,2011,1
t,2011,1
u,2011,1
v,2011,1
中国,2011,1
 ,2012,1
"""",2012,1
",",2012,1
Against,2012,1
And Heritage Tourism,2012,1
And The Arab,2012,1
And The Environment,2012,1
Application Of Digital,2012,1
Arab Spring,2012,1
Archaeological,2012,1
Archaeological Heritage,2012,1
Arts,2012,1
As Tourism,2012,1
Authenticity In Tourism,2012,1
Chinese Tourists,2012,1
Climate,2012,1
Climate Change,2012,1
Community Participation,2012,1
Cultural Diversity,2012,1
Cultural Heritage And,2012,1
Cultural Heritage Protection,2012,1
Cultural Heritage Sites,2012,1
Cultural Heritage Tourism,2012,1
Cultural Tourism Destination,2012,1
Cultural Tourism In,2012,1
Culture,2012,1
Cultures,2012,1
Dark Tourism In,2012,1
Destination Image And,2012,1
Digital Museum,2012,1
Digital Preservation,2012,1
Digital Preservation Of,2012,1
Domain,2012,1
Dubai,2012,1
Education In,2012,1
Educational,2012,1
Environment,2012,1
Environmental,2012,1
For Cultural Heritage,2012,1
For Sustainable Tourism,2012,1
Hajj,2012,1
Heritage Authenticity,2012,1
Heritage Authenticity And,2012,1
Heritage Diplomacy,2012,1
Heritage Preservation,2012,1
Heritage Promotion,2012,1
Heritage Protection,2012,1
Heritage Site,2012,1
Heritage Sites,2012,1
Heritage Tourism And,2012,1
Heritage Tourism In,2012,1
Higher Education,2012,1
Hospitality,2012,1
In Destination,2012,1
In Dubai,2012,1
In Saudi Arabia,2012,1
In The Tourism,2012,1
In Travel,2012,1
In Unesco,2012,1
Intercultural Dialogue,2012,1
Interfaith,2012,1
Interfaith Dialogue,2012,1
International Tourism,2012,1
Islamic,2012,1
Jakarta,2012,1
Local Heritage,2012,1
Mainland,2012,1
Mainland Chinese,2012,1
Market,2012,1
Markets,2012,1
Mountain,2012,1
Muslim Religious,2012,1
Najaf,2012,1
North Africa,2012,1
Of China,2012,1
Of Hajj,2012,1
Of Heritage,2012,1
Of Heritage Tourism,2012,1
Of Muslim,2012,1
Of The Digital,2012,1
Of The Tourism,2012,1
On China,2012,1
On The Tourism,2012,1
Outbound Tourism To,2012,1
Outbound Travel,2012,1
Palace,2012,1
Post Tourism,2012,1
Preservation Of,2012,1
Preservation Of Cultural,2012,1
Red Tourism,2012,1
Religious Tourism,2012,1
Smart Cities,2012,1
Sustainable Destination,2012,1
Sustainable Tourism In,2012,1
The Arab Spring,2012,1
The Tourism Industry,2012,1
Tour,2012,1
Tourism And The,2012,1
Tourism Carrying,2012,1
Tourism Carrying Capacity,2012,1
Tourism Economics,2012,1
Tourism Image,2012,1
Tourism Industry,2012,1
Tourism To,2012,1
Tourist Behavior,2012,1
Tourist Perception,2012,1
Tourist Satisfaction,2012,1
Trade,2012,1
Travel And Tourism,2012,1
User Generated Content,2012,1
Wine Tourism,2012,1
World Heritage,2012,1
World Heritage Site,2012,1
[,2012,1
],2012,1
أ,2012,1
ؤ,2012,1
ئ,2012,1
ا,2012,1
ب,2012,1
ة,2012,1
ت,2012,1
ث,2012,1
ج,2012,1
ح,2012,1
خ,2012,1
د,2012,1
ر,2012,1
س,2012,1
ص,2012,1
ط,2012,1
ع,2012,1
ف,2012,1
ق,2012,1
ك,2012,1
ل,2012,1
م,2012,1
ن,2012,1
ه,2012,1
و,2012,1
ى,2012,1
ي,2012,1
中国,2012,1
政策,2012,1
旅游,2012,1
法律,2012,1
And Destination Image,2013,1
And Heritage Tourism,2013,1
And Sustainable Tourism,2013,1
And The Arab,2013,1
Arab Countries,2013,1
Arab Emirates,2013,1
Arab Gulf,2013,1
Arab Journalism,2013,1
Arabic Calligraphy,2013,1
Architectural Heritage,2013,1
Art,2013,1
Authenticity In Tourism,2013,1
Calligraphy In,2013,1
Carrying Capacity,2013,1
Chinese Outbound Tourism,2013,1
Community Engagement,2013,1
Community Participation,2013,1
Community-Based Tourism,2013,1
Conservation Of,2013,1
Contemporary Tourism,2013,1
Cultural Heritage And,2013,1
Cultural Heritage Conservation,2013,1
Culture Of,2013,1
Destination Competitiveness,2013,1
Destination Image Formation,2013,1
Destination Marketing,2013,1
Destinations,2013,1
Difficult Heritage,2013,1
Digital Cultural,2013,1
Digital Cultural Heritage,2013,1
Digital Information,2013,1
Digital Reconstruction,2013,1
Domestic Tourism,2013,1
Education In,2013,1
Environment,2013,1
Environmental,2013,1
Environments,2013,1
Exhibition,2013,1
For Sustainable Tourism,2013,1
Foreign Policy,2013,1
Heritage And Tourism,2013,1
Heritage Conservation,2013,1
Heritage In The,2013,1
Heritage Interpretation And,2013,1
Heritage Product,2013,1
Heritage Site,2013,1
Heritage Sites,2013,1
In Arab,2013,1
In Destination,2013,1
In Heritage,2013,1
In Heritage Tourism,2013,1
In Saudi Arabia,2013,1
In The Tourism,2013,1
In Tourism In,2013,1
In Unesco,2013,1
International Tourism,2013,1
International Tourism Policy,2013,1
Language Learning,2013,1
Literary Tourism,2013,1
Machine Translation,2013,1
Mainland,2013,1
Mainland Chinese,2013,1
Mainland Chinese Outbound,2013,1
Marketing Strategies,2013,1
Markets,2013,1
Mecca,2013,1
Medical Tourism,2013,1
Mobile Heritage,2013,1
Museum,2013,1
New Technology,2013,1
Of Arabic And,2013,1
Of Cultural Heritage,2013,1
Of Dark Tourism,2013,1
Of Digital,2013,1
Of Heritage,2013,1
Of Heritage Tourism,2013,1
Of Religious Tourism,2013,1
Of Silk,2013,1
Of Tourism And,2013,1
Of Tourism In,2013,1
Of Virtual,2013,1
Of World Heritage,2013,1
On Tourist,2013,1
Participation,2013,1
Participatory,2013,1
Pilgrimage In,2013,1
Pilgrimage To,2013,1
Pilgrimage To Mecca,2013,1
Political Economy,2013,1
Regulations,2013,1
Religious Tourism,2013,1
Responsible Innovation,2013,1
Slow Tourism,2013,1
Spain,2013,1
Strategy,2013,1
Study Of Tourism,2013,1
Sustainability In,2013,1
Thailand,2013,1
The Arab Gulf,2013,1
The Arab World,2013,1
The Pilgrimage To,2013,1
The Silk Road,2013,1
The Tourism Industry,2013,1
The World Heritage,2013,1
To Mecca,2013,1
Tour,2013,1
Tourism And Cultural,2013,1
Tourism At,2013,1
Tourism Carrying,2013,1
Tourism Carrying Capacity,2013,1
Tourism Destination,2013,1
Tourism Destination Brand,2013,1
Tourism In The,2013,1
Tourism Industry,2013,1
Tourism Marketing,2013,1
Tourism On,2013,1
Tourism Planning,2013,1
Tourism Products,2013,1
Tourist Perception,2013,1
Trade,2013,1
Training,2013,1
Travel To,2013,1
Umrah,2013,1
Unesco,2013,1
United Arab,2013,1
United Arab Emirates,2013,1
Virtual Reconstruction,2013,1
Word Of Mouth,2013,1
World Heritage Site,2013,1
World Heritage Sites,2013,1
World Tourism,2013,1
文化,2013,1
文化交流,2013,1
 ,2014,1
"""",2014,1
",",2014,1
3D Cultural Heritage,2014,1
Abha,2014,1
Agriculture,2014,1
Alexandria University,2014,1
And Cultural Heritage,2014,1
And Dark Tourism,2014,1
And Event Tourism,2014,1
And The Heritage,2014,1
And Tourism In,2014,1
Arab Countries,2014,1
Arab Journalism,2014,1
Arabia,2014,1
Archaeological,2014,1
Archaeological Heritage,2014,1
Art,2014,1
Arts,2014,1
Augmented Reality,2014,1
Big Data Analytics,2014,1
