source,target,weight
Mass,Of Intangible,1
Of Intangible,The Integration Of,1
Intangible,integration of,1
Mass,integration of,1
Mass,案例研究,1
Integration,Mass,1
Intangible,Mass,1
Intangible,The Integration Of,1
Mass,The Integration Of,1
Of Intangible,Spain,1
Of Intangible,非斯,1
Of Intangible,The Case Of,1
Case Of The,Of Intangible,1
Of Intangible,价值,1
Spain,文化,1
Spain,非斯,1
Intangible,Spain,1
Case Of The,Spain,1
Spain,遗产,1
Spain,价值,1
Spain,of intangible,1
价值,非斯,1
of intangible,非斯,1
Case Of The,Intangible,1
The Case Of,of intangible,1
Case Of The,价值,1
Case Of The,of intangible,1
of intangible,价值,1
Intangible,Power,1
Sacred,可持续,1
传统,可持续,1
Intangible,Transforming,1
Sacred,Transforming,1
Transforming,传统,1
Africa,Sacred,1
Africa,传统,1
Intangible,Sacred,1
Sacred,传统,1
Sri Lanka,视角,1
sri lanka,视角,1
Role Of,Sri Lanka,1
Role Of,sri lanka,1
Role,Sri Lanka,1
Role,sri lanka,1
Sri Lanka,role of,1
role of,sri lanka,1
概念,非物质文化遗产,1
Distribution,文化,1
Intangible,Sharing,1
Distribution,Intangible,1
Distribution,Sharing,1
Distribution,遗产,1
Source,可持续,1
文化旅行,资源,1
Intangible,Source,1
Source,文化旅行,1
Background Of,of intangible,1
Background Of,protection of,1
Background Of,Protection Of,1
The Background Of,of intangible,1
The Background Of,protection of,1
Protection Of,The Background Of,1
background of,of intangible,1
Background,of intangible,1
Back,of intangible,1
background of,protection of,1
Protection Of,background of,1
Background,protection of,1
Background,Protection Of,1
Back,protection of,1
Back,Protection Of,1
Beyond,理论,1
Site,理论,1
Distance,理论,1
Intangible,理论,1
Investigation,理论,1
Sites,理论,1
Beyond,Site,1
Beyond,Distance,1
Beyond,Intangible,1
Beyond,Investigation,1
Beyond,Order,1
Beyond,Sites,1
Distance,Site,1
Investigation,Site,1
Order,Site,1
Distance,Intangible,1
Distance,Investigation,1
Distance,Order,1
Distance,Sites,1
Intangible,Investigation,1
Intangible,Order,1
Investigation,Order,1
Investigation,Sites,1
Order,Sites,1
Preserving,舞蹈,1
Mexico,文化,1
Intangible,Mexico,1
Debate,Intangible,1
In Contemporary,Intangible,1
Debate,In Contemporary,1
Contemporary,Debate,1
文化,旅游战略,1
Intangible,旅游战略,1
旅游战略,遗产,1
Intangible,战略,1
战略,遗产,1
Protected,Role,1
Areas,Role,1
Role,in natural,1
Role,protected areas,1
Role,of intangible,1
Area,Role,1
Protected,in natural,1
Protected,of intangible,1
Protected,文化,1
Protected,遗产,1
Protected,Roles,1
Areas,in natural,1
Areas,of intangible,1
Areas,Roles,1
in natural,protected areas,1
in natural,of intangible,1
in natural,文化,1
in natural,遗产,1
Area,in natural,1
Roles,in natural,1
of intangible,protected areas,1
protected areas,文化,1
protected areas,遗产,1
Roles,protected areas,1
Area,of intangible,1
Roles,of intangible,1
Roles,文化,1
Roles,遗产,1
Area,Roles,1
Contemporary,框架,1
Contemporary,Work,1
Products,遗产旅行,1
Promotion Of,创新,1
Products,创新,1
Promotion,创新,1
promotion of,创新,1
Product,Promotion Of,1
Product,promotion of,1
Products,Promotion Of,1
Intangible,promotion of,1
Products,Promotion,1
Products,promotion of,1
Macao,Product,1
Macao,文化,1
City Of,Macao,1
Intangible,Macao,1
Macao,历史城市,1
Macao,city of,1
City Of,Product,1
Product,历史城市,1
Product,city of,1
city of,文化,1
City Of,Intangible,1
Intangible,历史城市,1
Intangible,city of,1
city of,历史城市,1
Intangible,遗产法律,1
human rights,国际,1
Human Rights,国际,1
Intangible,国际,1
Rights,国际,1
Intangible,博物馆,1
Sri Lanka,经验,1
Sri Lanka,遗产,1
Sri Lanka,游客,1
sri lanka,经验,1
sri lanka,遗产,1
sri lanka,游客,1
Lanka,文化,1
Intangible,Lanka,1
Lanka,经验,1
Lanka,遗产,1
Lanka,游客,1
Legal,Of Intangible,1
Of Intangible,protection of,1
Protection,of intangible,1
Legal,of intangible,1
People,Unesco,1
Indigenous,Unesco,1
People,Protection,1
Protection,Safeguarding,1
Age Of,Protection,1
Indigenous,Protection,1
People,Safeguarding,1
Age Of,People,1
Age Of,Safeguarding,1
Indigenous,Safeguarding,1
Age Of,Indigenous,1
Figure,Table,1
Intangible,语境,1
Unesco,概念,1
Conceptual,Unesco,1
Conceptual,Intangible,1
The Case Of,概念,1
Conceptual,The Case Of,1
Safeguarding,The Case Of,1
Safeguarding,概念,1
Conceptual,Safeguarding,1
Past,可持续,1
可持续,遗产资源,1
Preserving,可持续,1
Past,Resources,1
Preserving,Resources,1
Developing,Resources,1
Past,遗产资源,1
Past,资源,1
Intangible,Past,1
Developing,Past,1
旅游,遗产资源,1
Intangible,遗产资源,1
Preserving,遗产资源,1
Developing,遗产资源,1
Preserving,资源,1
Developing,资源,1
Developing,Intangible,1
Developing,Preserving,1
Comparative,Protection,1
Protection,Towards,1
Legal,全球,1
Protection Of,全球,1
protection of,全球,1
Legal,Towards,1
Comparative,Protection Of,1
Comparative,protection of,1
Comparative,Towards,1
Intangible,Towards,1
Protection Of,Towards,1
Towards,protection of,1
Industry,研学旅游,1
Industry,教育,1
Industry,Study On The,1
Industry,Promotion Of,1
Industry,Intangible,1
Industry,Promotion,1
Study On The,研学旅游,1
案例研究,研学旅游,1
Promotion Of,研学旅游,1
文化,研学旅游,1
Intangible,研学旅游,1
Promotion,研学旅游,1
Promotion Of,教育,1
Promotion,教育,1
Study On The,案例研究,1
Promotion Of,Study On The,1
Promotion Of,案例研究,1
Awareness,地方,1
Intangible,地方,1
Awareness,Intangible,1
Craft,博物馆,1
Transfer,博物馆,1
博物馆,非斯,1
Life,博物馆,1
Craft,Transfer,1
Craft,地方,1
Craft,地方博物馆,1
Transfer,地方,1
Transfer,地方博物馆,1
Transfer,非斯,1
Life,Transfer,1
地方博物馆,文化,1
地方博物馆,非斯,1
地方博物馆,旅游,1
Life,地方博物馆,1
Tour,地方博物馆,1
事件,可持续,1
可持续,可持续节庆,1
事件,可持续节庆,1
可持续节庆,非斯,1
可持续节庆,旅游,1
Tour,可持续节庆,1
可持续节庆,管理,1
Craft,Screen,1
Marketing,非斯,1
Marketing,绿色,1
Market,事件,1
Market,非斯,1
Market,绿色,1
Impacts,Intentions,1
Intentions,Satisfaction,1
Satisfaction,非斯,1
Action,Impacts,1
Impacts,Intention,1
Impacts,Satisfaction,1
Image,质量,1
Beer,原真性,1
craft beer,原真性,1
Craft Beer,原真性,1
Beer,City,1
City,craft beer,1
City,Craft Beer,1
Craft,效果,1
Craft,Food,1
Craft,Gender,1
Craft,Moderating,1
Craft,经验,1
Beer,效果,1
craft beer,效果,1
Craft Beer,效果,1
Beer,Food,1
Food,Gender,1
Food,Moderating,1
Food,craft beer,1
Craft Beer,Food,1
Beer,Gender,1
Beer,Moderating,1
Beer,经验,1
Gender,Moderating,1
Gender,经验,1
Gender,craft beer,1
Craft Beer,Gender,1
Moderating,非斯,1
Moderating,经验,1
Moderating,craft beer,1
Craft Beer,Moderating,1
craft beer,非斯,1
Craft Beer,非斯,1
craft beer,经验,1
Craft Beer,经验,1
全球,文化旅行,1
Culinary,国家,1
use of,非斯,1
Culinary,use of,1
Use Of,非斯,1
Culinary,Use Of,1
Culinary,非斯,1
Culinary,国际,1
Beer,Capital,1
Capital,Developing,1
Capital,craft beer,1
Capital,Craft Beer,1
Craft,Markets,1
Craft,Developing,1
craft beer,社会,1
Beer,Markets,1
Developing,Markets,1
Markets,craft beer,1
Craft Beer,Markets,1
Beer,Developing,1
Developing,craft beer,1
Craft Beer,Developing,1
Success,Visitors,1
Mediating,Visitors,1
Factors,Visitors,1
Visitors,因素,1
Success,效果,1
Mediating,Success,1
Media,Success,1
Success,非斯,1
Image,Success,1
Mediating,非斯,1
Image,Mediating,1
Media,非斯,1
Factors,非斯,1
因素,非斯,1
Live,Wine,1
Live,非斯,1
Wine,非斯,1
Empirical,效果,1
Macau,效果,1
an empirical,效果,1
Empirical,Food,1
Effects Of,Food,1
Food,Macau,1
Food,an empirical,1
Empirical,案例研究,1
an empirical,案例研究,1
Effects Of,Empirical,1
Effects,Empirical,1
Empirical,Macau,1
Empirical,非斯,1
Effects Of,Macau,1
Effects Of,an empirical,1
Effects Of,非斯,1
Effects,Macau,1
Effects,an empirical,1
Macau,an empirical,1
Macau,非斯,1
Action,Macau,1
an empirical,非斯,1
Beer,音乐,1
Beer,Land,1
Craft,发展,1
Community,Craft,1
Contemporary,Craft,1
Community,Contemporary,1
Contemporary,非斯,1
Exploring,音乐,1
Exploring,Roles,1
Exploring,非斯,1
Emergency,Exploring,1
Exploring,管理,1
Exploring,Lessons,1
Going,影响,1
Going,区域,1
Beyond,区域,1
Going,非斯,1
Going,Region,1
Region,非斯,1
Beyond,Region,1
Core,Craft,1
Craft,Matter,1
Core,Tour,1
Core,Matter,1
Nation Branding,The Role Of,1
The Role Of,非斯,1
The Role Of,研究,1
Branding,The Role Of,1
Nation Branding,Role Of,1
Role Of,非斯,1
Branding,Role Of,1
Nation Branding,Role,1
Branding,Role,1
Nation Branding,role of,1
role of,非斯,1
Branding,role of,1
Nation Branding,研究,1
Food,Recommendation,1
Recommendation,非斯,1
Recommendation,质量,1
Case Of The,Recommendation,1
Place,Recommendation,1
Attachment,Recommendation,1
Recommendation,目的地,1
Intention,Recommendation,1
Food,质量,1
Case Of The,Food,1
Attachment,Food,1
Food,Intention,1
Attachment,非斯,1
目的地,非斯,1
Case Of The,质量,1
Place,质量,1
Attachment,质量,1
Case Of The,Place,1
Attachment,Case Of The,1
Case Of The,目的地,1
Case Of The,Intention,1
Bali,Gene,1
Gene,非斯,1
Gene,Practices,1
And The Future,实践,1
Rethinking,实践,1
实践,非斯,1
Intangible,实践,1
And The Future,Rethinking,1
And The Future,文化,1
And The Future,Bali,1
And The Future,非斯,1
And The Future,Intangible,1
And The Future,Practices,1
Bali,Rethinking,1
Rethinking,非斯,1
Intangible,Rethinking,1
Practices,Rethinking,1
Bali,非斯,1
Bali,Intangible,1
Bali,Practices,1
Practices,非斯,1
Intangible,Practices,1
展览,非斯,1
Behavioral,The Case Of,1
Intentions,The Case Of,1
Intentions,游客,1
行为,非斯,1
Intention,The Case Of,1
The Case Of,行为,1
Craft,Growth In,1
Business,Craft,1
Craft,growth in,1
Business,Growth In,1
Growth In,战略,1
Business,growth in,1
Business,Growth,1
growth in,战略,1
Growth,战略,1
Activities,影响,1
Focusing,影响,1
focusing on,影响,1
Behavioral,Perception,1
Focusing,Perception,1
Perception,focusing on,1
Behavioral,Focus,1
Activities,Behavioral,1
Behavioral,Focusing,1
Behavioral,focusing on,1
Focus,Intentions,1
Focus,非斯,1
Activities,Intentions,1
Activities,focusing on,1
Activities,Intention,1
Focusing,Intentions,1
Intentions,focusing on,1
Focusing,非斯,1
focusing on,非斯,1
Focusing,Intention,1
Intention,focusing on,1
Gender,Industry,1
Industry,非斯,1
Industry,Inequality,1
Gender,The Case Of,1
Gender,World,1
Gender,Inequality,1
City,Inequality,1
Inequality,非斯,1
Inequality,The Case Of,1
Inequality,World,1
Film,Island,1
Film,Land,1
Film,Rate,1
Islands,非斯,1
Film,Islands,1
Small,可持续,1
Small,非斯,1
Impacts,Small,1
Town,非斯,1
Impacts,Town,1
Organization,创新,1
Organizations,创新,1
Organization,非斯,1
Organizations,非斯,1
创意,非斯,1
Organization,创意,1
Organizations,创意,1
Rural,事件,1
Hong Kong,Problem,1
Problem,非斯,1
Developing,Problem,1
Problem,in developing,1
Hong Kong,Problems,1
Problems,非斯,1
In Developing,Problems,1
Developing,Problems,1
Problems,in developing,1
Hong Kong,Problems In,1
Problems In,非斯,1
Problems In,旅游,1
In Developing,Problems In,1
Developing,Problems In,1
Problems In,in developing,1
Hong Kong,非斯,1
Hong Kong,In Developing,1
Hong Kong,problems in,1
Developing,Hong Kong,1
Hong Kong,in developing,1
In Developing,非斯,1
problems in,非斯,1
in developing,非斯,1
problems in,旅游,1
In Developing,problems in,1
Developing,problems in,1
in developing,problems in,1
Rural,可持续旅行,1
Gastronomic,影响,1
Food,经济,1
Food,Gastronomic,1
Gastronomic,经济,1
Gastronomic,非斯,1
Analyzing,on place,1
Effects,on place,1
on place,非斯,1
People,on place,1
效果,认同,1
Analyzing,认同,1
Effects,认同,1
认同,非斯,1
People,认同,1
Analyzing,效果,1
People,效果,1
Analyzing,Effects,1
Analyzing,Place,1
Analyzing,非斯,1
Analyzing,People,1
Analyzing,On Place,1
Effects,People,1
Effects,On Place,1
People,非斯,1
On Place,非斯,1
On Place,People,1
Graph,非斯,1
Current,未来视角,1
事件,未来视角,1
未来视角,非斯,1
Current,future perspectives,1
future perspectives,事件,1
future perspectives,非斯,1
Current,事件,1
Current,非斯,1
View,非斯,1
绿色,音乐,1
绿色节庆,音乐,1
Land,绿色节庆,1
绿色节庆,非斯,1
绿色,绿色节庆,1
Processes,South Africa,1
Evidence,South Africa,1
South Africa,流程,1
South Africa,地方,1
South Africa,创新,1
South Africa,非斯,1
Evidence,Processes,1
Processes,地方,1
Processes,south africa,1
Processes,创新,1
Processes,South,1
Processes,非斯,1
Africa,Processes,1
Evidence,流程,1
Evidence,south africa,1
Evidence,非斯,1
Africa,Evidence,1
south africa,流程,1
South,流程,1
流程,非斯,1
Africa,流程,1
south africa,地方,1
创新,地方,1
Africa,地方,1
south africa,创新,1
south africa,非斯,1
South,创新,1
Africa,创新,1
South,非斯,1
Africa,非斯,1
Korean,发展,1
Korea,发展,1
Creation,Korean,1
Korean,非斯,1
Korean,旅游,1
Korean,传统,1
Korean,文化旅行,1
Creation,Korea,1
Korea,非斯,1
Korea,传统,1
Korea,文化旅行,1
Creation,非斯,1
Creation,传统,1
Creation,文化旅行,1
事件,国家,1
国家,绿色活动,1
国家,国际节庆,1
Documentary,国家,1
事件,绿色活动,1
事件,国际节庆,1
Ecological,事件,1
事件,国际,1
Documentary,事件,1
国际节庆,绿色活动,1
绿色活动,非斯,1
Nation,绿色活动,1
Ecological,绿色活动,1
国际,绿色活动,1
Documentary,绿色活动,1
Document,绿色活动,1
国际节庆,非斯,1
Nation,国际节庆,1
Ecological,国际节庆,1
国际,国际节庆,1
Documentary,国际节庆,1
Document,国际节庆,1
Ecological,非斯,1
Documentary,非斯,1
Document,非斯,1
Documentary,Nation,1
Ecological,国际,1
Documentary,Ecological,1
Document,Ecological,1
Documentary,国际,1
Wine,事件,1
Events,Wine,1
Craft,Japanese,1
Craft,Japan,1
Craft,案例研究,1
Craft,Front,1
Craft,West,1
Case Study Of,Craft,1
Beer,案例研究,1
Beer,Life,1
Beer,Front,1
Beer,West,1
Beer,Case Study Of,1
Life,案例研究,1
Craft Beer,案例研究,1
Front,Life,1
Craft Beer,Life,1
Case Study Of,Life,1
Craft Beer,Front,1
Case Study Of,Front,1
Craft Beer,West,1
Case Study Of,West,1
Case Study Of,Craft Beer,1
Craft,Parks,1
Craft,construction of,1
Craft,Park,1
Craft,Mediated,1
Parks,社会,1
Mediated,社会,1
Parks,construction of,1
Beer,Parks,1
Media,Parks,1
Craft Beer,Parks,1
Mediated,Parks,1
Beer,construction of,1
Craft Beer,construction of,1
Park,construction of,1
Mediated,construction of,1
Beer,Media,1
Beer,Park,1
Beer,Mediated,1
Craft Beer,Media,1
Media,Park,1
Craft Beer,Park,1
Craft Beer,Mediated,1
Mediated,Park,1
Safety,lessons learned,1
Safety,非斯,1
Learned,Safety,1
Lessons Learned,Safety,1
Lessons,Safety,1
Food,lessons learned,1
Food,Learned,1
Food,Lessons Learned,1
Food,Lessons,1
lessons learned,非斯,1
Learned,非斯,1
Lessons Learned,非斯,1
Craft,Wine,1
Beer,Wine,1
Wine,craft beer,1
Craft Beer,Wine,1
Spring,非斯,1
Impacts,事件,1
Land,Perspectives,1
Perspectives,文化活动,1
Events,Perspectives,1
Multiple,Perspectives,1
Land,文化活动,1
Events,Land,1
Land,Multiple,1
Perspectives On,文化活动,1
Perspectives On,事件,1
Events,Perspectives On,1
Perspectives On,非斯,1
Multiple,Perspectives On,1
文化活动,视角,1
Events,视角,1
Multiple,视角,1
Multiple,文化活动,1
Multiple,事件,1
Events,Multiple,1
Multiple,非斯,1
Craft,Movement,1
Craft,绿色,1
Beer,Movement,1
Beer,绿色,1
Movement,可持续发展,1
craft beer,可持续发展,1
Craft Beer,可持续发展,1
Movement,craft beer,1
Craft Beer,Movement,1
Movement,绿色,1
craft beer,绿色,1
Craft Beer,绿色,1
Investigating,地方,1
Experiences,地方,1
Investigating,非斯,1
Investigating,经验,1
Experiences,Investigating,1
Community,Investigating,1
Investigating,游客,1
Experiences,非斯,1
Community,经验,1
Community,Experiences,1
影响,音乐,1
Perception,音乐,1
Perceptions Of,音乐,1
perceptions of,音乐,1
Residents,音乐,1
Perceptions,音乐,1
Resident,音乐,1
Impacts,音乐,1
Residents,影响,1
Impacts,Perception,1
Perceptions Of,非斯,1
Perceptions Of,Residents,1
Impacts,Perceptions Of,1
perceptions of,非斯,1
Residents,perceptions of,1
Impacts,perceptions of,1
Residents,非斯,1
Resident,非斯,1
Impacts,Residents,1
Impacts,Perceptions,1
Impacts,Resident,1
Craft,Three,1
Material,Three,1
Three,Trails,1
Formation,Three,1
Three,Urban,1
Beer,Three,1
Industrial,Three,1
Site,Three,1
Craft Beer,Three,1
Craft,Material,1
Craft,Formation,1
Craft,Urban,1
Craft,Industrial,1
Craft,Site,1
Material,Trails,1
Formation,Material,1
Material,Urban,1
Beer,Material,1
Material,Site,1
Craft Beer,Material,1
Formation,Trails,1
Trails,Urban,1
Beer,Trails,1
Industrial,Trails,1
Site,Trails,1
Craft Beer,Trails,1
Formation,Urban,1
Beer,Formation,1
Craft Beer,Formation,1
Beer,Urban,1
Craft Beer,Urban,1
Beer,Industrial,1
Beer,Site,1
Craft Beer,Industrial,1
Craft Beer,Site,1
Import,视角,1
Exploring,Import,1
Evolution,Import,1
Import,Rise,1
Government,Import,1
Enterprise,Import,1
Importance Of,视角,1
Exploring,Importance Of,1
Evolution,Importance Of,1
Importance Of,Rise,1
Government,Importance Of,1
Importance Of,可持续发展,1
Enterprise,Importance Of,1
Rise,视角,1
Government,视角,1
Enterprise,视角,1
The Importance Of,视角,1
Exploring,Rise,1
Enterprise,Exploring,1
Exploring,The Importance Of,1
Evolution,Rise,1
Evolution,可持续发展,1
Enterprise,Evolution,1
Evolution,The Importance Of,1
Government,Rise,1
Rise,The Importance Of,1
Government,可持续发展,1
Enterprise,Government,1
Government,The Importance Of,1
The Importance Of,可持续发展,1
Enterprise,The Importance Of,1
Population,Three,1
Three,非斯,1
Population,非斯,1
Benefits,音乐,1
Benefits,国家,1
Benefits,非斯,1
Benefits,Nation,1
Benefits,国际,1
Rate,诗歌,1
Rate,The Case Of The,1
诗歌,非斯,1
Life,诗歌,1
The Case Of,诗歌,1
旅游,诗歌,1
Strategies,诗歌,1
Tour,诗歌,1
Case Of The,诗歌,1
The Case Of The,诗歌,1
Strategies,非斯,1
The Case Of The,非斯,1
Case Of The,Life,1
Life,The Case Of The,1
The Case Of The,旅游,1
Strategies,The Case Of The,1
Empowering,地方,1
Power,非斯,1
Empowering,非斯,1
Community,Empowering,1
Contexts,Emotions,1
Emotions,Scale,1
Consumption,Emotions,1
Emotions,Measurement,1
Emotions,非斯,1
Emotions,Text,1
Emotions,语境,1
Emotions,Texts,1
Contexts,Scale,1
Consumption,Contexts,1
Contexts,Measurement,1
Contexts,非斯,1
Consumption,Scale,1
Measurement,Scale,1
Scale,非斯,1
Scale,Texts,1
Consumption,Measurement,1
Consumption,非斯,1
Consumption,Text,1
Consumption,语境,1
Consumption,Texts,1
Measurement,非斯,1
Measurement,语境,1
Measurement,Texts,1
Texts,非斯,1
Island,Rural,1
Island,Japanese,1
Island,Japan,1
Japanese,Land,1
Japan,Land,1
Japanese,Rural,1
Japan,Rural,1
Japanese,非斯,1
Japan,非斯,1
Place,Shaping,1
Places,Shaping,1
Order,非斯,1
Developing,Order,1
Visit,文化旅行,1
原真性,文化认同,1
文化认同,旅游,1
City,文化认同,1
Tour,文化认同,1
志愿旅游,文化,1
Cross-Cultural,志愿旅游,1
Perceived,遗产,1
Revisiting,遗产,1
aspects of,原真性,1
Aspects Of,商品化,1
Aspects Of,文化旅行,1
City,aspects of,1
Aspects,商品化,1
aspects of,商品化,1
aspects of,文化旅行,1
Conflict,原真性,1
in africa,原真性,1
In Africa,原真性,1
Conflict,认同,1
in africa,认同,1
In Africa,认同,1
Conflict,in africa,1
Africa,Conflict,1
Conflict,In Africa,1
City,in africa,1
City,In Africa,1
原住民旅游,原真性,1
Real,原住民旅游,1
Indigenous,Real,1
Real,Staged,1
City,原住民旅游,1
Staged,原住民旅游,1
Staged,文化,1
Indigenous,Staged,1
Path,原真性,1
City,Path,1
Path,Western,1
Path,West,1
Consumption,Western,1
Consumption,艺术,1
Consumption,West,1
Western,艺术,1
原真性,编织,1
Craft,编织,1
Craft,文化旅行,1
旅游,编织,1
City,编织,1
Tour,编织,1
编织,遗产,1
文化旅行,编织,1
Object,原真性,1
Back,原真性,1
City,Object,1
Back,City,1
Back,Object,1
Object,志愿旅游,1
Back,志愿旅游,1
Chapter,Looking,1
Chapter,Real,1
创意旅游,原真性,1
Creative,原真性,1
创意旅行,原真性,1
Perspectives,创意旅游,1
Creative,Perspectives,1
Perspectives,创意旅行,1
创意旅游,国家,1
创意旅行,国家,1
创意旅游,视角,1
创意旅行,视角,1
City,创意旅游,1
City,Creative,1
City,创意旅行,1
Nation,创意旅游,1
Nation,创意旅行,1
原真性,跨文化旅游,1
原真性,跨文化旅行,1
文化,跨文化旅游,1
跨文化旅游,跨文化旅行,1
旅游,跨文化旅游,1
City,跨文化旅游,1
Tour,跨文化旅游,1
经验,跨文化旅游,1
Experiences,跨文化旅游,1
文化旅行,跨文化旅游,1
文化,跨文化旅行,1
旅游,跨文化旅行,1
City,跨文化旅行,1
Tour,跨文化旅行,1
经验,跨文化旅行,1
Experiences,跨文化旅行,1
文化旅行,跨文化旅行,1
Experiences,文化旅行,1
Effects Of,遗产旅行,1
Effects,遗产旅行,1
Attachment,遗产旅行,1
Effects Of,原真性,1
Effects Of,Place,1
Effects,原真性,1
An Investigation,原真性,1
An Investigation,Perceived,1
An Investigation,Contexts,1
An Investigation,Understanding,1
An Investigation,Bali,1
An Investigation,City,1
An Investigation,旅游,1
Contexts,原真性,1
an investigation,原真性,1
Bali,原真性,1
Contexts,Perceived,1
Perceived,an investigation,1
Perceived,Understanding,1
Bali,Perceived,1
Contexts,an investigation,1
Contexts,Understanding,1
Bali,Contexts,1
City,Contexts,1
Understanding,an investigation,1
Bali,an investigation,1
City,an investigation,1
an investigation,旅游,1
Bali,Understanding,1
Action,Revisiting,1
Case Study In,原真性,1
Case Study In,City,1
Case Study In,Culinary,1
Case Study In,遗产,1
Culinary,原真性,1
Culinary,案例研究,1
City,Culinary,1
Kazakhstan,原真性,1
Kazakhstan,Life,1
Kazakhstan,旅游,1
City,Kazakhstan,1
Kazakhstan,Tour,1
Sri Lanka,原真性,1
sri lanka,原真性,1
Sri Lanka,文化旅行,1
sri lanka,文化旅行,1
Life,文化旅行,1
Life,Sri Lanka,1
Sri Lanka,Village,1
Life,sri lanka,1
Village,sri lanka,1
Life,Village,1
experiences in,in indonesia,1
Interactions,experiences in,1
experiences in,交互,1
In Indonesia,experiences in,1
Host,experiences in,1
in indonesia,原真性,1
Interactions,in indonesia,1
in indonesia,文化旅行,1
in indonesia,交互,1
Host,in indonesia,1
City,Interactions,1
City,交互,1
City,Host,1
Interactions,原真性,1
交互,原真性,1
In Indonesia,原真性,1
Host,原真性,1
Interactions,文化旅行,1
In Indonesia,Interactions,1
Host,Interactions,1
交互,文化旅行,1
In Indonesia,文化旅行,1
Host,文化旅行,1
In Indonesia,交互,1
Host,In Indonesia,1
原真性,可持续发展,1
Living,遗产旅行,1
Living,可持续发展,1
Design,原真性,1
Question,原真性,1
Land,Question,1
Design,Question,1
Coastal,原真性,1
Coastal,博物馆,1
Coastal,Town,1
Town,博物馆,1
Source,原真性,1
India,原真性,1
City,India,1
India,Source,1
India,Search,1
approaches in,原真性,1
Empowerment,原真性,1
Issues Of,原真性,1
Power,原真性,1
Empowerment,approaches in,1
Issues Of,approaches in,1
Issue,approaches in,1
Gender,approaches in,1
Issues,approaches in,1
Power,approaches in,1
Empowerment,Issues Of,1
Empowerment,Issue,1
Empowerment,Gender,1
Empowerment,Issues,1
Gender,Issues Of,1
Gender,Issue,1
Gender,Issues,1
Gender,Power,1
Island,原真性,1
Island,地方,1
Small,地方,1
Nation,Small,1
Shaping,原真性,1
Mediated,原真性,1
City,Shaping,1
Attachment,Shaping,1
Mediated,Shaping,1
Balancing,Shaping,1
Mediated,文化,1
City,Mediated,1
Attachment,Mediated,1
Attachment,Balancing,1
Balancing,Mediated,1
Exploring,Matter,1
Matter,文化旅行,1
Exploring,Town,1
Exploring,文化旅行,1
Does,Exploring,1
Town,文化,1
Town,文化旅行,1
Does,Town,1
Does,文化旅行,1
Experiences In,原真性,1
Text,experiences in,1
experiences in,语境,1
Experiences In,文化旅行,1
Experiences In,Text,1
City,Experiences In,1
Experiences In,语境,1
原真性,风俗,1
Perceptions Of,Village,1
Perceptions Of,风俗,1
Perceptions Of,游客,1
Village,perceptions of,1
perceptions of,风俗,1
perceptions of,游客,1
City,风俗,1
Perceptions,风俗,1
Perceptions,游客,1
游客,风俗,1
Origin,文化旅行,1
Different,原真性,1
Concepts Of,Different,1
Different,Rural,1
Different,In Rural,1
Different,Place,1
Concepts Of,原真性,1
Rural,原真性,1
In Rural,原真性,1
原真性,概念,1
Concepts,原真性,1
Concepts Of,Rural,1
Concepts Of,In Rural,1
Concepts Of,Place,1
City,Concepts Of,1
Concepts Of,旅游,1
Rural,概念,1
Concepts,Rural,1
In Rural,Place,1
In Rural,概念,1
Concepts,In Rural,1
Concepts,Place,1
Storytelling In,Tour,1
Storytelling In,经验,1
Storytelling In,目的地,1
Tour,storytelling in,1
storytelling in,经验,1
storytelling in,目的地,1
Chapter,Selling,1
Emerging,Route,1
Emerging,Routes,1
Emerging,significance of,1
Emerging,Significance,1
Emerging,Significance Of,1
Route,significance of,1
Route,Significance,1
Route,Significance Of,1
Routes,significance of,1
Routes,Significance,1
Routes,Significance Of,1
significance of,遗产,1
Significance,遗产,1
Significance Of,遗产,1
原真性,教育,1
Nigeria,原真性,1
原真性,技术,1
City,教育,1
Nigeria,教育,1
City,技术,1
Nigeria,Preserving,1
Preserving,技术,1
Nigeria,遗产,1
Nigeria,技术,1
Chapter,Making,1
Formation,search of,1
City,search of,1
The Case Of,search of,1
Cities,search of,1
Formation,in search,1
City,in search,1
The Case Of,in search,1
Cities,in search,1
in search,中国,1
Formation,In Search,1
Formation,The Case Of,1
Cities,Formation,1
City,In Search,1
In Search,The Case Of,1
Cities,In Search,1
In Search,中国,1
Search,The Case Of,1
Related,原真性,1
Film,原真性,1
Related,遗产旅行,1
Film,遗产旅行,1
Film,Site,1
Film,Related,1
Looking,遗产旅行,1
Looking,The Influence Of,1
Looking,intention to,1
Looking,Revisit,1
Influence,Looking,1
intention to,遗产旅行,1
Influence,遗产旅行,1
City,intention to,1
Revisit,The Influence Of,1
intention to,原真性,1
intention to,文化,1
intention to,遗产,1
质量,遗产旅行,1
Mediating Role,语境,1
Mediating Role,Satisfaction In,1
原真性,质量,1
Mediating Role,文化,1
Consumer,遗产市场,1
Consumer,遗产营销,1
Consumer,Foundation,1
原真性,遗产市场,1
原真性,遗产营销,1
Foundation,原真性,1
Marketing,遗产市场,1
文化,遗产市场,1
City,遗产市场,1
遗产,遗产市场,1
遗产市场,遗产营销,1
Foundation,遗产市场,1
Market,遗产市场,1
Marketing,遗产营销,1
文化,遗产营销,1
Foundation,文化,1
City,遗产营销,1
